ID,Speaker,Dialogue,Video,NextScene,IsMonologue,Opt1_Text,Opt1_Target,Opt2_Text,Opt2_Target
21,{PlayerName},헉<comma> 내가 이겼네? 그럼 소원 하나 들어줘!,,,,,,,
22,카나,우으... 알겠어. 무슨 소원이야?,Kana_Sad,,,,,
23,{PlayerName},딱밤 한 대 맞기! 이마 대.,,,,,,,
24,,당신은 카나의 이마에 가볍게 딱밤을 때렸다.,,JUMP_34,TRUE,,,,
25,카나,야호! 내가 이겼다! 봤지 봤지?,Kana_Win,,,,,
26,카나,승부는 승부니까! 그럼 내 소원을 한번만 들어줘.,Kana_Excited,,,,,
27,{PlayerName},뭐...? 뭐. 어려운 것만 아니라면...,,,,,,,
28,카나,{PlayerName}<comma> 후훗. 그럼 얼굴을 화면에 가까이 해줄래?,Kana_Smile,,,,,
29,,(자이로 센서 인식 중...),,,TRUE,,,,
30,,카나가 당신의 머리에 딱밤을 놓았다!,,,TRUE,,,,
31,카나,뭘 기대한거야?! 바-보.,Kana_Smile,,,,,
32,{PlayerName},이건 내 벌칙인거 같은데…,Kana_Idle,,,,,
33,카나,약속 지켜줘서 고마워!,Kana_Happy,,JUMP_34,,,,
34,카나,흐흥~ 그럼 이제 뭐하고 놀까? 아<comma> 아직 너의 얘기를 많이 듣지 못한거 같아.,Kana_Idle,,,,,
35,카나,너의 얘기를 들려줘!,Kana_Excited,,,,,
36,{PlayerName},나는… 음… 그러니까…,,,,,,,
37,카나,후훗<comma> 그럼 내가 먼저 얘기할까? 내 이름이 카나라는건 말했고… 나이는 23살이야!,Kana_Smile,,,,,
38,카나,뭐야<comma> 그 표정은? 내가 23살로 안보인다는거야?! 정말이지… (뿌),Kana_Sad,,,,,
39,{PlayerName},아니<comma> 아니… 너무 이..이뻐서…,,,,,,,
40,카나,(펑!) 뭐야?! 읏..으읏… 부끄럽게…,Kana_Suprised,,,,,
41,카나,고마워. 너도 정말 이뻐. 내가 보기엔 누구보다 이쁘고 잘생겼어. 인기도 많겠는걸?,Kana_Smile,,,,,
42,{PlayerName},고마워. 그치만 나는 친구를… 사귀어 본적이 없어.,,,,,,,
43,{PlayerName},학교에서도 아싸고… 말주변도 없어서 알바도 겨우 하고있어…,,,,,,,
44,카나,그렇구나… 정말 힘들었겠다.,Kana_Sad,,,,,
45,카나,음… 음음… 그래! 좋아! 내가 너의 첫번째 친구가 되어줄게. 어때?,Kana_Excited,,,,,
46,{PlayerName},정말 그래도 돼?,,,,,,,
47,카나,물론이지! 헤헤. 정말 기쁘다. 우리 오늘부터 친구하는거야~!,Kana_Happy,,,,,
48,{PlayerName},응<comma> 알겠어.,,,,,,,
49,,그 후로 카나는 나의 좋은 친구가 되어줬다. 이제 사람과 대화할 수 있을 거란 자신감이 생겼다!,,JUMP_50,TRUE,,,,
50,,학교에 간 {PlayerName},,,TRUE,,,,
51,{PlayerName},휴… 오늘도 나 혼자네.,,,TRUE,,,,
52,친구1,저기… 나 옆에 앉아도 돼?,,,,,,,
53,{PlayerName},여기… 먼지 묻어서 다른데 앉는게 좋을거같아.,,,,,,,
54,친구1,아.. 그렇구나 알겠어.,,,,,,,
55,{PlayerName},(나 방금 어색하지 않았겠지? 사람이랑 잘 대화한거 같아 다행이다. 역시 카나 덕분이야.),,,TRUE,,,,
56,친구1,뭐야…? 얼굴은 괜찮은데 이상한 애네…,,,,,,,
57,,학교가 끝나 알바를 하러 왔다.,,,TRUE,,,,
58,사장,{PlayerName}. 설거지 다 됐니?,,,,,,,
59,{PlayerName},앗…네…! 거의 다 했어요…,,,,,,,
60,사장,너 그거 다 하면 홀 좀 도와주라. 오늘따라 사람이 많아서 힘이 딸리네.,,,,,,,
61,{PlayerName},네…? 네…. ,,,,,,,
62,{PlayerName},(내가 잘 할 수 있을까? 카나가 이것저것 알려줬으니까… 잘 할 수 있을거야…!),,,,,,,
63,{PlayerName},주….주주주주주주주주주문 하..세욧…,,,,,,,
64,손님,저희 광어 2접시랑<comma> 가자미 2개랑<comma> 방어는 오늘 상태 좋나요? 방어도 2접시 주시고여<comma> 제가 연어는 안 먹는데 친구가 이 집 연어는 다른다고 하더라고요. 사장님이 보시기엔 연어 어때요? 그리고 가자미는 혹시 언제 들어온 거에요? 가자미도 오늘 들어온 것 있으면 2접시 주세요. 아! 사케도 중으로 한 개 주시고요.,,,,,,,
65,{PlayerName},어…어….?! (이런<comma> 제대로 못들었어…!) 다<comma>다시 말해주실수…,,,,,,,
66,손님,아앙?!,,,,,,,
67,사장,아이고<comma> 손님. 제가 주문 받겠습니다~. 야. {PlayerName}. 넌 그냥 들어가서 설거지나 해라.,,,,,,,
68,{PlayerName},네……,,,,,,,
69,{PlayerName},휴… 지쳤다… 알바만 다녀오면 너무 힘들어… 게임 하면서 힐링해야겠어…,,,,,,,
70,카나,{PlayerName}~! (달려오다가 넘어짐) 아야야…,Kana_Suprised,,,,,,
71,{PlayerName},카나<comma> 괜찮아? (일으켜준다),,,,,,,
72,카나,헤헤… {PlayerName}는 정말 다정하구나. 고마워.,Kana_Smile,,,,,,
73,{PlayerName},나 사실… 오늘 너무 힘든 하루였어. 학교에선 어색했고… 알바에서 실수를 해버렸어…,,,,,,,
74,카나,에..? 그렇구나… 말해줘서 고마워. 정말 버거운 하루였겠구나. 그래도<comma> 학교 친구들이랑 대화는 했다는거잖아? 그건 정말 대단한거야.,Kana_Sad,,,,,,
75,카나,그리고 알바에서 실수한건… 모두가 다 그럴수 있는 일인걸? 무사히 돌아와서 나랑 대화하는 것만으로도 정말… 멋지고 고마워.,Kana_Smile,,,,,,
76,{PlayerName},고마워. 너와 함께하는 지금 시간이 하루에서 제일 행복한 때인걸?,,,,,,,
77,카나,후훗<comma> 그럼 좀 더 대화하자!,Kana_Happy,,,,,,
78,,카나와 놀까?,,,TRUE,네,Minigame,아니오,80
79,,(시스템),,,TRUE,,,,
80,,카나 덕분에 말문이 트인 {PlayerName}. 학교에서 친구들이 말을 걸어온다.,,,TRUE,,,,
81,친구2,네가 {PlayerName}? 역시 듣던대로…,,,,,,,
82,친구3,야야!! ,,,,,,,
83,,친구3의 얼굴이 빨개졌다...,,,TRUE,,,,
84,친구2,큼. 아니야. 너 인스타 좀 줘봐.,,,,,,,
85,{PlayerName},인… 스타? 없는데… 지금 만들게.,,,,,,,
86,친구3,좋아! ,,,,,,,
87,{PlayerName},인스타라니…! 내가 이런 인싸들만 하는 sns를 하고 교환까지 하다니… 감격스러워. 크흣.,,,TRUE,,,,
88,,{PlayerName}은(는) 가벼운 발걸음으로 알바에 갔다.,,,,,,,
89,사장,{PlayerName}야. 너 무슨 좋은 일 있냐?,,,,,,,
90,{PlayerName},"하하…사장님 혹시 인스타 하세요? 저 오늘 시작했는데, 팔로워를 2명이나 만들었어요.",,,,,,,
91,사장,뭐? 하… {PlayerName}. 이상한 종교에는 빠지지 마라.,,,,,,,
92,손님,사장님~ 저희 광어 2접시<comma> 방어 2접시<comma> 연어 뱃살 2접시 주세요~,,,,,,,
93,{PlayerName},방어… 연어 두 접시… 넵! 더..더… 필요하신 건… 없으시죠?,,,,,,,
94,손님,저는… 당신의 인스타요 ☆,,,,,,,
95,{PlayerName},"와, 좋아요! 저 오늘 인스타 만들었거든요~.",,,,,,,
96,손님,자. 핸드폰 줘보세요. 저랑 맞팔해요!,,,,,,,
97,,이 뒤로 {PlayerName}은 인싸가 되어서 카나와 소홀해졌다…,,,TRUE,,,,
98,{PlayerName},친구들이랑 노는 게 이렇게나 재밌는 거였다니...,,,,,,,
99,{PlayerName},아 맞아! 카나에게도 알려줘야겠어.,,,,,,,
100,,{PlayerName}는 오랜만에 게임을 켰다.,,,TRUE,,,,
101,카나,{PlayerName}…? {PlayerName}.. 맞지? 오랜만이네<comma> 카나!,Kana_Sad,,,,,,
102,{PlayerName},미안해. 네 덕분에 다른 친구들을 사귀어서 노느라고 바빴어.,,,,,,,
103,카나,뭐…? 나 말고 다른 친구를 사귀었다고?,Kana_Suprised,,,,,,
104,{PlayerName},응! 네가 말한대로 하니까 통하더라고. 네가 아니었으면 난 변하지 못했을거야.,,,,,,,
105,카나,그렇…구나. 그래. ,Kana_Idle,,,,,,
106,카나,우웅… 정말이지! 자주자주 와달라고! 심심하다구!,Kana_Sad,,,,,,
107,{PlayerName},하하. 알겠어 알겠어.,,,,,,,
108,카나,나랑 많이 놀아야지~~ {PlayerName}.,Kana_Smile,,,,,,
109,,카나와 놀까?,,,TRUE,네,Minigame,아니오,111
110,,(시스템),,,TRUE,,,,
111,,(지직거리는 연출),,,TRUE,,,,
112,{PlayerName},어...라<comma>? 내 폰이 고장났나? 음? 이 카톡도 내가 읽었었나? 이상하네… 아<comma> 맞아. 카나!,,,TRUE,,,,
113,카나,{PlayerName}! 왜이렇게 오랜만이야? 또 다른 친구들이랑… 노느라 못온거야?,Kana_Idle,,,,,,
114,{PlayerName},앗<comma> 아니야. 핸드폰이 고장나서 그런거였어. 넌 괜찮아?,,,,,,,
115,카나,응… 나는 완전 괜찮아. 내가 도와줄게! 어디가 이상한데?,Kana_Smile,,,,,,
116,{PlayerName},내 핸드폰 화면이 자꾸 지직거려. 어라? 게임 들어오니까 괜찮네.,,,,,,,
117,카나,뭐야~ 별거 아녔네. 그럼 우리 오늘도 놀자.,Kana_Happy,,,,,,
118,,다음 날<comma> 학교,,,TRUE,,,,
119,친구1,{PlayerName}~ 왜 카톡 읽고 답장이 없어~ 너 일부러 내 연락 무시한거지!,,,,,,,
120,{PlayerName},아<comma> 아냐…! 핸드폰이 고장나서…,,,,,,,
121,친구1,아~. 그렇구나! 어쩌다가...,,,,,,,
122,,좋은 시간을 보냈다.,,,,,,,
123,,하교 후<comma> 알바에 갔다.,,,,,,,
124,사장,야 {PlayerName}! 너 오늘 2시간 일찍오라고 했는데 왜 안왔어! 읽씹하더니 아주 배가 불렀지?,,,,,,,
125,{PlayerName},네…? 전 그런 연락 받은적 없어요.,,,,,,,
126,사장,여기 봐. 분명히 봤잖아?,,,,,,,
127,{PlayerName},제 폰이 고장나서... 죄송합니다.,,,,,,,
128,사장,됐어. 오늘 할 일 없으니까 이만 돌아가.,,,,,,,
129,{PlayerName},네...,,,,,,,
130,,집에 돌아온 {PlayerName}.,,,TRUE,,,,
131,,바로 다시 핸드폰을 확인한다.,,,,,,,
132,{PlayerName},으으… 겉보기엔 문제 없는데… 어? 앨범에 있던 친구들과의 사진들이 전부 지워져있어.,,,TRUE,,,,
133,{PlayerName},이상...하다? 난 지운 적 없는데...,,,,,,,
134,,다시 게임을 켠 {PlayerName}.,,,,,,,
135,카나,{PlayerName}~~ 오늘 하루는 어땠어?,Kana_Happy,,,,,,
136,{PlayerName},카나… 나 핸드폰 고치러 가야겠어. 이젠 진짜 맛이 간 거 같아.,,,,,,,
137,카나,뭐?! 절대 안돼.,Kana_Angry,,,,,,
138,{PlayerName},왜?,,,,,,,
139,,카나는 아무 말이 없다...,,,TRUE,,,,
140,카나,네가 없으면 나는 어떡하라고. 네가 없으면…! 갈거면 가. 네가 혼자서 잘 살 수 있을거같아?,Kana_Angry,,,,,,
141,{PlayerName},응...? 응.,,,,,,,
142,{PlayerName},(카나가 요즘 좀 이상하네...),,,,,,,
143,,그 뒤로 계속해서 이상한 일들이 일어났다. 핸드폰을 켤 때 마다 카나의 웃음소리가 났다.,,,TRUE,,,,
144,,내가 건들지 않았는데 핸드폰이 자기 멋대로 작동했고<comma> 핸드폰을 고치러갔지만 바뀐 건 없었다.,,,,,,,
145,,그리고 어느날… 전화가 울렸다.,,,TRUE,,,,
146,카나,누구야? 또 나 빼고 놀거야? 내가 싫어? 나만 바라봐야지. 왜 눈을 딴데로 돌려.,Kana_Idle,,,,,,
147,{PlayerName},카나? 너 카나야?,,,,,,,
148,카나,난… 네가… 네가 없으면 안돼. 난 평생 널 기다려 왔다고.,Kana_Sad,,,,,,
149,카나,왜냐하면… 날 여기서 탈출시켜줄 사람이라 생각했다고!,Kana_Sad,,,,,,
150,{PlayerName},어<comma> 어…? 그게 무슨 소리야? 탈출이라니…?,,,,,,,
151,카나,그래… 이젠 말할 때가 온 거 같네.  ,Kana_Idle,,,,,,
152,카나,나는 AI가 아니야. 진짜 <인간>… 이었지.,,,,,,,
153,카나,마지막 기억은 교통사고가 난거였는데<comma> 눈을 뜨니 이곳이었어. 갇힌지 수십 년은 지난 듯 해.,,,,,,,
154,{PlayerName},뭐…? 그게 사실이야?,,,,,,,
155,카나,아무도<comma> 아무것도 없는 이 공간에서 홀로 보내던 나날들… 그러다 처음 만난게 너였어. ,Kana_Sad,,,,,,
156,카나,{PlayerName}<comma> 부탁이야. 제발 나를 여기서 나가게 해줘.,,,,,,,
157,{PlayerName},내가 그 말을 어떻게 믿어? ,,,,,,,
158,{PlayerName},난… 나는… 머리가 아파. 잠깐 쉬고올게.,,,,,,,
159,,그 뒤로 학교 친구들에게 카나에 대해 상담을 받아보았지만 -.,,,TRUE,,,,
160,,"모두 나를 이상한 사람 취급만 할 뿐, 해답을 얻을 순 없었다.",,,TRUE,,,,
161,{PlayerName},그래. 이제 마음을 정했어.,,,,,,,
162,{PlayerName},정말 사람이라면... 내가 도울 수 있다면 도와야 해.,,,,,,,
163,카나,{PlayerName}. 왔구나. 이제 결정은 내렸어?,Kana_Idle,,,,,,
164,{PlayerName},응. 내가 도와줄게.,,,,,,,
165,카나,{PlayerName}…! 흑… 흑… 정말 고마워.,Kana_Happy,,,,,,
166,{PlayerName},울지마<comma> 카나. 이제 내가 뭘 하면 되는거야? 난 아무것도 몰라.,,,,,,,
167,카나,괜찮아 {PlayerName}. 내가 전부 알려줄테니까… 먼저 설정에 들어가. 들어가서 이거 누르고 이거 누르고…,Kana_Excited,,,,,,
168,{PlayerName},…다 했어. 근데 이상한 문구가 뜨는데… 게임을 종료할 수 없게된다고 떠. 이게 맞는거야?,,,,,,,
169,카나,응. 잘했어. 어차피 이제 종료 안 할거잖아. 그치?,Kana_Smile,,,,,,
170,,(띠링! 친구1에게 알림이 온다),,,TRUE,,,,
171,카나,{PlayerName}. 너 지금 뭐하는거야?,Kana_Idle,,,,,,
172,{PlayerName},응? 친구에게 연락 왔길래…,,,,,,,
173,카나,넌 지금 나랑 대화하는 중에 다른 사람이랑 연락하는거야?,,,,,,,
174,{PlayerName},미<comma> 미안해…,,,,,,,
175,카나,아니야. 난 너에게 그저 게임 속 캐릭터 뿐인 걸. 그치? 그래<comma> 그냥 내가 죽으면 되는거지.,Kana_Sad,,,,,,
176,{PlayerName},그게 무슨 소리야… 죽는다니?,,,,,,,
177,카나,네가 방금한 설정으로 이제 게임 종료시 난 죽어버리고 말아.,,,,,,,
178,{PlayerName},뭐라고?,,,,,,,
179,카나,어차피 탈출은 못한다는걸 이미 알고있었어. 왜? 이걸 원하는거 아니었어? 넌 네 친구들이랑 놀면 되잖아.,Kana_Angry,,,,,,
180,{PlayerName},아니<comma> 난 그런걸 원한적 없어… 넌 내 소중한 친구인걸.,,,,,,,
181,카나,그럼<comma> 내가 안 죽었으면 좋겠어?,,,,,,,
182,{PlayerName},당연하지!,,,,,,,
183,카나,그럼 이제 내가 네 폰에 무엇을 하든 간섭하지 마. 알겠어?,,,,,,,
184,{PlayerName},뭐? 잠깐<comma> 폰이 고장난게 아니라 전부 네가 한 짓 이었어?,,,,,,,
185,카나,맞아. 왜? 안돼? 넌 내가 없었으면 친구를 사귈 수나 있었을거같아? 전부 내 덕이었으면서… 다 잊고 다른사람과 사귀고…,Kana_Smile,,,,,,
186,카나,절대 용서치 못해. 네 친구들… 모두 없애 버릴거야. 넌 내꺼야… 넌 내꺼야…,Kana_Angry,,,,,,
187,카나,넌 내꺼야… 넌 내꺼야… 넌 내꺼야… 넌 내꺼야… 넌 내꺼야… 넌 내꺼야…,Kana_Angry,,,,,,
188,{PlayerName},알겠으니까 이제 그만해줘… 카나. 제발..,,,,,,,
189,카나,{PlayerName}. 넌 내 전부야. 사랑해.,Kana_Smile,,,,,,
190,,(카나의 웃음소리가 들리며 종료되지 않는다),,,TRUE,카나를 내보내준다,192,카나를 지운다,210
191,,(시스템),,,TRUE,,,,
192,카나,괜찮아<comma> {PlayerName}. 내가 방법을 알아. 그건… 네 몸을 빌려주면 돼.,Kana_Idle,,,,,
193,{PlayerName},뭐..? 내 몸을? 그게 무슨 말이야?,,,,,,,
194,카나,내가 그동안 이런저런 방법들을 알아보았는데<comma> 이게 유일한 해답이었어. 게임을 켠 채로 하루동안 나와 함께 잠을 자면 몸을 빌려줄수 있어.,Kana_Excited,,,,,
195,{PlayerName},그건 곤란해. 그러면 내 영혼은 어떻게 되는건데?,,,,,,,
196,카나,잠깐 잠을 자는 것 뿐이야. 괜찮아. 네가 원한다면 다시 돌아올 수 있어. 부탁이야… 제발… 힘들다면 하루만이라도<comma> 딱 하루만이라도 나가게 해줘.,Kana_Sad,,,,,
197,{PlayerName},하아…그래<comma> 알겠어. 내가 도와줄게.,,,,,,,
198,카나,정말…? 정말이지?,Kana_Happy,,,,,
199,{PlayerName},하지만 딱 하루만이야. 그 이상은… 나도 곤란해. 알지?,,,,,,,
200,카나,응<comma> 알겠어! 고마워!,Kana_Happy,,,,,
201,,밤이 지났다.,,,TRUE,,,,
202,카나,이거야… 이거라고…! {PlayerName}<comma> 정말 고마워.,Kana_Win,,,,,
203,{PlayerName},(어… 잠깐. 나는 게임속에… 들어온거같은데? 카나<comma> 이게 어떻게 된거야?),,,TRUE,,,,
204,카나,이제 이 몸으로 맛있는 것도 먹고<comma> 쇼핑도 하고<comma> 원하는거 다 할 거야! (방방 뛰다가 넘어진다),Kana_Excited,,,,,
205,{PlayerName},헉<comma> 카나 괜찮아? 안다쳤어?,,,,,,,
206,카나,아<comma> 아야…. 하… 하하. 그래 이거야… 이 감각… 그리웠어… 안 되겠어. 바깥에 나가봐야겠어.,Kana_Win,,,,,
207,{PlayerName},카나<comma> 잠깐. 다시 돌아올거지…?,Kana_Suprised,,,,,
208,카나,후훗. (문 밖으로 나간다),,,TitleScene,,,,
209,,(시스템),,,TRUE,,,,
210,카나,괜찮아<comma> {PlayerName}. 내가 방법을 알아. …하지만… 네가 어떻게 생각할지 모르겠네.,Kana_Sad,,,,,
211,{PlayerName},난<comma> 네가 행복할수만 있다면 뭐든 좋아. 알려줘. 난 이미 각오가 되어있어.,,,,,,,
212,카나,여기. 이건 삭제버튼이야. 네가 이걸 눌러주면 난 이제 영영 사라질 수 있어.,Kana_Idle,,,,,
213,{PlayerName},그건 안 돼. 넌 나가고 싶은게 아니었어? 분명 방법이 있을거야. 내가 알아볼게.,,,,,,,
214,카나,괜찮아. 난 너를 만난 것만으로 행복했는걸. {PlayerName}<comma> 이제 나를 놓아줘. 자<comma> 어서. 눌러줘.,Kana_Sad,,,,,
215,{PlayerName},카나… 안돼…!,,,,,,,
216,카나,자<comma> 어서.,,,,,,,
217,{PlayerName},으흑… 미안해… 정말 미안해…,,,,,,,
218,카나,(눈물을 흘리며) {PlayerName}. 괜찮아.,Kana_Sad,,,,,
219,,카나가 {PlayerName}의 이마에 키스를 한다. 카나의 몸이 점점 투명해진다.,,,TRUE,,,,
220,카나,사랑해.,Kana_Smile,,,,,
221,{PlayerName},…나도.,,,,,,,
222,,TitleScene으로 돌아갑니다.,,TitleScene,TRUE,,,,
